"Date,""Air Quality UCI Dataset"""
2004-03-10,18:00:00,13.6,48.9,0.7578,2.6,1360
2004-03-10,19:00:00,13.3,47.7,0.7255,2,1292
2004-03-10,20:00:00,11.9,54.0,0.7502,2.2,1402
2004-03-10,21:00:00,11.0,60.0,0.7867,2.2,1376
2004-03-10,22:00:00,11.2,59.6,0.7888,1.6,1272
2004-03-10,23:00:00,11.2,59.2,0.7848,1.2,1197
2004-03-11,0:00:00,11.3,56.8,0.7603,1.2,1185
2004-03-11,1:00:00,10.7,60.0,0.7702,1,1136
2004-03-11,2:00:00,10.7,59.7,0.7648,0.9,1094
2004-03-11,3:00:00,10.3,60.2,0.7517,0.6,1010
2004-03-11,5:00:00,11.0,56.2,0.7366,0.7,1066
2004-03-11,6:00:00,10.5,58.1,0.7353,0.7,1052
2004-03-11,7:00:00,10.2,59.6,0.7417,1.1,1144
2004-03-11,8:00:00,10.8,57.4,0.7408,2,1333
2004-03-11,9:00:00,10.5,60.6,0.7691,2.2,1351
2004-03-11,10:00:00,10.8,58.4,0.7552,1.7,1233
2004-03-11,11:00:00,10.5,57.9,0.7352,1.5,1179
2004-03-11,12:00:00,9.5,66.8,0.7951,1.6,1236
2004-03-11,13:00:00,8.3,76.4,0.8393,1.9,1286
2004-03-11,14:00:00,8.0,81.1,0.8736,2.9,1371
2004-03-11,15:00:00,8.3,79.8,0.8778,2.2,1310
2004-03-11,16:00:00,9.7,71.2,0.8569,2.2,1292
2004-03-11,17:00:00,9.8,67.6,0.8185,2.9,1383
2004-03-11,18:00:00,10.3,64.2,0.8065,4.8,1581
2004-03-11,19:00:00,9.7,69.3,0.8319,6.9,1776
2004-03-11,20:00:00,9.6,67.8,0.8133,6.1,1640
2004-03-11,21:00:00,9.1,64.0,0.7419,3.9,1313
2004-03-11,22:00:00,8.2,63.4,0.6905,1.5,965
2004-03-11,23:00:00,8.2,60.8,0.6657,1,913
2004-03-12,0:00:00,8.3,58.5,0.6438,1.7,1080
2004-03-12,1:00:00,7.7,59.7,0.6308,1.9,1044
2004-03-12,2:00:00,7.1,61.8,0.6276,1.4,988
2004-03-12,3:00:00,7.0,62.3,0.6261,0.8,889
2004-03-12,5:00:00,6.3,65.0,0.6233,0.6,847
2004-03-12,6:00:00,6.8,62.9,0.6234,0.8,927
2004-03-12,7:00:00,6.4,65.1,0.6316,1.4,1091
2004-03-12,8:00:00,7.3,63.1,0.6499,4.4,1587
2004-03-12,10:00:00,13.2,41.7,0.6320,3.1,1350
2004-03-12,11:00:00,14.3,38.4,0.6243,2.7,1263
2004-03-12,12:00:00,15.0,36.5,0.6195,2.1,1206
2004-03-12,13:00:00,16.1,34.5,0.6262,2.5,1252
2004-03-12,14:00:00,16.3,35.7,0.6560,2.7,1287
2004-03-12,15:00:00,15.8,37.0,0.6610,2.9,1353
2004-03-12,16:00:00,15.9,37.2,0.6657,2.8,1309
2004-03-12,17:00:00,16.9,34.3,0.6549,2.4,1274
2004-03-12,18:00:00,15.1,39.6,0.6766,3.9,1510
2004-03-12,19:00:00,14.4,43.4,0.7084,3.7,1525
2004-03-12,20:00:00,12.9,50.5,0.7478,6.6,1843
2004-03-12,21:00:00,12.1,53.3,0.7536,4.4,1598
2004-03-12,22:00:00,11.0,59.1,0.7740,3.5,1484
2004-03-12,23:00:00,9.7,64.6,0.7771,5.4,1677
2004-03-13,0:00:00,9.5,64.1,0.7597,2.7,1280
2004-03-13,1:00:00,9.1,63.9,0.7423,1.9,1196
2004-03-13,2:00:00,8.8,63.9,0.7256,1.6,1184
2004-03-13,3:00:00,7.8,67.5,0.7173,1.7,1172
2004-03-13,5:00:00,8.3,63.6,0.6982,1,978
2004-03-13,6:00:00,7.2,67.5,0.6887,1.2,1100
2004-03-13,7:00:00,6.3,71.9,0.6932,1.5,1112
2004-03-13,8:00:00,6.5,71.6,0.6945,2.7,1336
2004-03-13,9:00:00,9.6,59.7,0.7124,3.7,1408
2004-03-13,10:00:00,12.4,51.2,0.7335,3.2,1447
2004-03-13,11:00:00,15.6,42.2,0.7451,4.1,1542
2004-03-13,12:00:00,18.4,33.8,0.7090,3.6,1451
2004-03-13,13:00:00,19.4,31.3,0.6950,2.8,1328
2004-03-13,14:00:00,18.0,34.8,0.7127,2,1207
2004-03-13,15:00:00,18.4,33.6,0.7042,2,1240
2004-03-13,16:00:00,17.6,35.1,0.7012,2.5,1306
2004-03-13,17:00:00,16.7,37.8,0.7117,2.3,1326
2004-03-13,18:00:00,16.1,41.0,0.7451,3.2,1473
2004-03-13,19:00:00,15.8,42.4,0.7569,4.2,1609
2004-03-13,20:00:00,15.7,44.1,0.7786,4.2,1611
2004-03-13,21:00:00,15.3,46.8,0.8091,4.2,1621
2004-03-13,22:00:00,14.6,48.6,0.8060,3.1,1444
2004-03-13,23:00:00,14.7,49.3,0.8193,2.6,1418
2004-03-14,0:00:00,13.9,53.6,0.8498,2.9,1534
2004-03-14,1:00:00,14.6,51.5,0.8536,2.8,1484
2004-03-14,2:00:00,12.5,58.9,0.8537,2.5,1367
2004-03-14,3:00:00,11.6,63.4,0.8674,2.4,1344
2004-03-14,5:00:00,11.5,63.1,0.8533,1.2,1062
2004-03-14,6:00:00,11.6,62.2,0.8473,1,1076
2004-03-14,7:00:00,10.4,67.6,0.8530,0.9,1028
2004-03-14,8:00:00,11.6,62.7,0.8530,1.4,1155
2004-03-14,9:00:00,12.4,60.0,0.8627,1.6,1235
2004-03-14,10:00:00,14.5,53.1,0.8728,2.2,1332
2004-03-14,11:00:00,16.9,46.1,0.8789,2.8,1445
2004-03-14,12:00:00,19.3,38.3,0.8474,2.8,1416
2004-03-14,13:00:00,21.2,31.4,0.7812,2,1281
2004-03-14,14:00:00,21.4,30.2,0.7616,1.8,1207
2004-03-14,15:00:00,21.9,29.0,0.7525,1.9,1258
2004-03-14,16:00:00,22.2,28.4,0.7516,3,1458
2004-03-14,17:00:00,21.3,30.8,0.7696,2.9,1438
2004-03-14,18:00:00,19.7,36.7,0.8307,2.5,1478
2004-03-14,19:00:00,18.4,41.7,0.8732,4.6,1808
2004-03-14,20:00:00,17.6,46.1,0.9210,5.9,1898
2004-03-14,21:00:00,16.7,49.6,0.9320,3.4,1560
2004-03-14,22:00:00,16.3,51.0,0.9341,2.1,1324
2004-03-14,23:00:00,14.7,55.9,0.9314,2.2,1349
2004-03-15,0:00:00,14.8,54.7,0.9164,1.8,1239
